date,state,positive,negative,pending,hospitalized,death,total,dateChecked,totalTestResults,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,population,region,pos100k,death100k
2020-03-16,NJ,178,120,20,,2,318,2020-03-16T20:00:00Z,298,0,0,0,80,80,8882190,ne,2.00401027224142,0.0225169693510272
2020-03-16,NM,17,566,,,,583,2020-03-16T20:00:00Z,583,0,0,84,4,88,2096829,w,0.810748039062794,
2020-03-16,NV,45,168,,,1,213,2020-03-16T20:00:00Z,213,1,0,0,24,24,3080156,w,1.46096496411221,0.0324658880913824
2020-03-16,NY,950,4543,,,7,5493,2020-03-16T20:00:00Z,5493,4,0,0,221,221,19453561,ne,4.88342468507437,0.0359831292584427
2020-03-16,OH,50,140,361,,,551,2020-03-16T20:00:00Z,190,0,0,1,14,15,11689100,mw,0.427748928488934,
2020-03-16,OK,10,174,29,,,213,2020-03-16T20:00:00Z,184,0,0,56,1,57,3956971,s,0.252718556693996,
2020-03-16,OR,39,579,182,,,800,2020-03-16T20:00:00Z,618,0,0,159,3,162,4217737,w,0.924666473988302,
2020-03-16,PA,76,670,,,,746,2020-03-16T20:00:00Z,746,0,0,465,13,478,12801989,ne,0.593657751151013,
2020-03-16,PR,5,9,,,,14,2020-03-16T20:00:00Z,14,,,,,,3193694,i,0.15655851812979,
2020-03-16,RI,21,308,149,,,478,2020-03-16T20:00:00Z,329,0,0,110,1,111,1059361,ne,1.98232708208061,
2020-03-16,SC,28,235,,,1,263,2020-03-16T20:00:00Z,263,1,0,81,9,90,5148714,s,0.543825118272252,0.0194223256525804
2020-03-16,SD,10,494,0,,,504,2020-03-16T20:00:00Z,504,0,0,167,1,168,884659,mw,1.13037905000684,
2020-03-16,TN,52,270,,,,322,2020-03-16T20:00:00Z,322,0,0,113,13,126,6833174,s,0.760993353893813,
2020-03-16,TX,57,,,,,57,2020-03-16T20:00:00Z,57,0,0,0,1,1,28995881,s,0.196579645226162,
2020-03-16,UT,39,131,,,0,170,2020-03-16T20:00:00Z,170,0,0,0,11,11,3205958,w,1.21648505688471,0
2020-03-16,VA,51,438,,,1,489,2020-03-16T20:00:00Z,489,0,0,75,6,81,8535519,s,0.59750320982239,0.0117157492122037
2020-03-16,VI,1,,,,,1,2020-03-16T20:00:00Z,1,,,,,,104914,i,0.953161637150428,
2020-03-16,VT,8,421,,,,429,2020-03-16T20:00:00Z,429,0,0,73,4,77,623989,ne,1.28207388271268,
2020-03-16,WA,769,9451,,,42,10220,2020-03-16T20:00:00Z,10220,2,0,2329,127,2456,7614893,w,10.0986317207609,0.551550757180698
2020-03-16,WI,47,504,,,,551,2020-03-16T20:00:00Z,551,0,0,191,14,205,5822434,mw,0.80722254644707,
2020-03-16,WV,0,80,4,,0,84,2020-03-16T20:00:00Z,80,0,0,42,0,42,1792065,s,0,0
2020-03-16,WY,3,,,,,3,2020-03-16T20:00:00Z,3,0,0,0,0,0,578759,w,0.518350470575836,
2020-03-15,AK,1,143,,,,144,2020-03-15T20:00:00Z,144,0,0,0,0,0,731545,w,0.136696990615752,
2020-03-15,AL,12,28,46,,0,86,2020-03-15T20:00:00Z,40,0,0,6,6,12,4903185,s,0.24473887891238,0
2020-03-15,AR,16,103,30,,,149,2020-03-15T20:00:00Z,119,0,0,38,4,42,3017825,s,0.530183161714149,
2020-03-15,AZ,12,121,50,,0,183,2020-03-15T20:00:00Z,133,0,0,0,0,0,7278717,w,0.164864219889302,0
2020-03-15,CA,293,916,,,5,1209,2020-03-15T20:00:00Z,1209,0,0,0,41,41,39512223,w,0.741542686676981,0.0126543120593341
2020-03-15,CO,131,627,,,1,758,2020-03-15T20:00:00Z,758,0,0,17,30,47,5758736,w,2.27480474881988,0.0173649217467166
2020-03-15,CT,20,125,,,,145,2020-03-15T20:00:00Z,145,0,0,0,9,9,3565287,ne,0.560964657263216,
2020-03-15,DC,16,79,20,,,115,2020-03-15T20:00:00Z,95,0,0,30,6,36,705749,s,2.26709495868928,
2020-03-15,DE,6,36,32,,,74,2020-03-15T20:00:00Z,42,0,0,0,0,0,973764,s,0.616165723933109,
2020-03-15,FL,116,678,454,,4,1248,2020-03-15T20:00:00Z,794,1,0,200,39,239,21477737,s,0.540094144927839,0.0186239360319944
2020-03-15,GA,99,,,,1,99,2020-03-15T20:00:00Z,99,0,0,0,33,33,10617423,s,0.932429648889377,0.0094184813019129
2020-03-15,HI,2,,,,,2,2020-03-15T20:00:00Z,2,0,0,0,0,0,1415872,w,0.141255706730552,
2020-03-15,IA,18,83,,,,101,2020-03-15T20:00:00Z,101,0,0,0,1,1,3155070,mw,0.570510321482566,
2020-03-15,ID,5,171,,,,176,2020-03-15T20:00:00Z,176,0,0,-3,3,0,1787147,w,0.279775530496372,
2020-03-15,IL,64,449,195,,,708,2020-03-15T20:00:00Z,513,0,0,133,18,151,12671821,mw,0.50505763930851,
2020-03-15,IN,19,102,,,0,121,2020-03-15T20:00:00Z,121,0,0,28,4,32,6732219,mw,0.282224924649659,0
2020-03-15,KS,8,135,,,1,143,2020-03-15T20:00:00Z,143,0,0,42,2,44,2913314,mw,0.274601364631482,0.0343251705789352
2020-03-15,KY,16,139,,,,155,2020-03-15T20:00:00Z,155,0,0,0,2,2,4467673,s,0.358128269459291,
2020-03-15,LA,91,156,,,2,247,2020-03-15T20:00:00Z,247,2,0,47,22,69,4648794,s,1.95749693361332,0.0430219106288642
2020-03-15,MA,138,352,,,,490,2020-03-15T20:00:00Z,490,0,0,0,0,0,6949503,ne,1.98575351359658,
2020-03-15,MD,31,94,,,,125,2020-03-15T20:00:00Z,125,0,0,0,5,5,6045680,s,0.512762832303397,
2020-03-15,ME,3,91,17,,,111,2020-03-15T20:00:00Z,94,0,0,0,0,0,1344212,ne,0.223179081871014,
2020-03-15,MI,33,205,26,,,264,2020-03-15T20:00:00Z,238,0,0,0,8,8,9986857,mw,0.330434289787067,
2020-03-15,MN,35,1387,,,,1422,2020-03-15T20:00:00Z,1422,0,0,540,14,554,5639632,mw,0.620607869449638,
2020-03-15,MO,5,122,,,0,127,2020-03-15T20:00:00Z,127,0,0,32,1,33,6137428,s,0.0814673508186165,0
2020-03-15,MS,10,84,,,,94,2020-03-15T20:00:00Z,94,0,0,0,4,4,2976149,s,0.336004682561256,
2020-03-15,MT,7,103,57,,,167,2020-03-15T20:00:00Z,110,0,0,0,2,2,1068778,w,0.654953601215594,
2020-03-15,NC,32,227,151,,,410,2020-03-15T20:00:00Z,259,0,0,90,9,99,10488084,s,0.305108158935417,
2020-03-15,ND,1,95,4,,0,100,2020-03-15T20:00:00Z,96,0,0,41,0,41,762062,mw,0.131222918870118,0
2020-03-15,NE,17,80,33,,,130,2020-03-15T20:00:00Z,97,0,0,0,3,3,1934408,mw,0.87882184110074,
2020-03-15,NH,13,271,95,,,379,2020-03-15T20:00:00Z,284,0,0,59,6,65,1359711,ne,0.956085521114413,
2020-03-15,NJ,98,120,34,,2,252,2020-03-15T20:00:00Z,218,1,0,23,48,71,8882190,ne,1.10333149820033,0.0225169693510272
2020-03-15,NM,13,482,,,,495,2020-03-15T20:00:00Z,495,0,0,245,3,248,2096829,w,0.619983794577431,
2020-03-15,NV,21,168,164,,,353,2020-03-15T20:00:00Z,189,0,0,0,1,1,3080156,w,0.68178364991903,
2020-03-15,NY,729,4543,,,3,5272,2020-03-15T20:00:00Z,5272,3,0,1764,205,1969,19453561,ne,3.74738588991496,0.0154213411107612
2020-03-15,OH,36,139,350,,,525,2020-03-15T20:00:00Z,175,0,0,89,23,112,11689100,mw,0.307979228512033,
2020-03-15,OK,9,118,12,,,139,2020-03-15T20:00:00Z,127,0,0,82,5,87,3956971,s,0.227446701024597,
2020-03-15,OR,36,420,225,,,681,2020-03-15T20:00:00Z,456,0,0,83,6,89,4217737,w,0.85353828368151,
2020-03-15,PA,63,205,183,,,451,2020-03-15T20:00:00Z,268,0,0,0,16,16,12801989,ne,0.492111030559392,
2020-03-15,RI,20,198,57,,,275,2020-03-15T20:00:00Z,218,0,0,0,0,0,1059361,ne,1.88793055436249,
2020-03-15,SC,19,154,,,,173,2020-03-15T20:00:00Z,173,0,0,44,6,50,5148714,s,0.369024187399028,
2020-03-15,SD,9,327,6,,,342,2020-03-15T20:00:00Z,336,0,0,145,0,145,884659,mw,1.01734114500615,
2020-03-15,TN,39,157,,,,196,2020-03-15T20:00:00Z,196,0,0,27,7,34,6833174,s,0.57074501542036,
2020-03-15,TX,56,,,,,56,2020-03-15T20:00:00Z,56,0,0,0,5,5,28995881,s,0.193130879520439,
2020-03-15,UT,28,131,,,0,159,2020-03-15T20:00:00Z,159,0,0,0,22,22,3205958,w,0.873373886994153,0
2020-03-15,VA,45,363,,,1,408,2020-03-15T20:00:00Z,408,1,0,246,15,261,8535519,s,0.527208714549168,0.0117157492122037
2020-03-15,VT,4,348,,,,352,2020-03-15T20:00:00Z,352,0,0,121,0,121,623989,ne,0.641036941356338,
2020-03-15,WA,642,7122,,,40,7764,2020-03-15T20:00:00Z,7764,3,0,1121,74,1195,7614893,w,8.43084728833353,0.525286435410189
2020-03-15,WI,33,313,,,,346,2020-03-15T20:00:00Z,346,0,0,144,14,158,5822434,mw,0.566773277292624,
2020-03-15,WV,0,38,1,,0,39,2020-03-15T20:00:00Z,38,0,0,12,0,12,1792065,s,0,0
2020-03-15,WY,3,,,,,3,2020-03-15T20:00:00Z,3,0,0,0,1,1,578759,w,0.518350470575836,
2020-03-14,AK,1,143,,,,144,2020-03-14T20:00:00Z,144,0,0,84,0,84,731545,w,0.136696990615752,
2020-03-14,AL,6,22,46,,,74,2020-03-14T20:00:00Z,28,0,0,11,5,16,4903185,s,0.12236943945619,
2020-03-14,AR,12,65,26,,,103,2020-03-14T20:00:00Z,77,0,0,35,3,38,3017825,s,0.397637371285611,
2020-03-14,AZ,12,121,50,,0,183,2020-03-14T20:00:00Z,133,0,0,27,3,30,7278717,w,0.164864219889302,0
2020-03-14,CA,252,916,,,5,1168,2020-03-14T20:00:00Z,1168,1,0,0,50,50,39512223,w,0.637777327790441,0.0126543120593341
2020-03-14,CO,101,610,,,1,711,2020-03-14T20:00:00Z,711,1,0,86,29,115,5758736,w,1.75385709641838,0.0173649217467166
2020-03-14,CT,11,125,,,,136,2020-03-14T20:00:00Z,136,0,0,26,5,31,3565287,ne,0.308530561494769,
2020-03-14,DC,10,49,10,,,69,2020-03-14T20:00:00Z,59,0,0,29,0,29,705749,s,1.4169343491808,
2020-03-14,DE,6,36,32,,,74,2020-03-14T20:00:00Z,42,0,0,6,2,8,973764,s,0.616165723933109,
2020-03-14,FL,77,478,221,,3,776,2020-03-14T20:00:00Z,555,1,0,0,27,27,21477737,s,0.358510768615893,0.0139679520239958
2020-03-14,GA,66,,,,1,66,2020-03-14T20:00:00Z,66,0,0,0,24,24,10617423,s,0.621619765926252,0.0094184813019129
2020-03-14,HI,2,,,,,2,2020-03-14T20:00:00Z,2,0,0,0,0,0,1415872,w,0.141255706730552,
2020-03-14,IA,17,83,,,,100,2020-03-14T20:00:00Z,100,0,0,0,1,1,3155070,mw,0.538815303622424,
2020-03-14,ID,2,174,,,,176,2020-03-14T20:00:00Z,176,0,0,43,2,45,1787147,w,0.111910212198549,
2020-03-14,IL,46,316,82,,,444,2020-03-14T20:00:00Z,362,0,0,22,14,36,12671821,mw,0.363010178252991,
2020-03-14,IN,15,74,,,0,89,2020-03-14T20:00:00Z,89,0,0,13,3,16,6732219,mw,0.222809151039204,0
2020-03-14,KS,6,93,,,1,99,2020-03-14T20:00:00Z,99,1,0,0,0,0,2913314,mw,0.205951023473611,0.0343251705789352
2020-03-14,KY,14,139,,,,153,2020-03-14T20:00:00Z,153,0,0,32,3,35,4467673,s,0.31336223577688,
2020-03-14,LA,69,109,,,,178,2020-03-14T20:00:00Z,178,0,0,72,33,105,4648794,s,1.48425591669581,
2020-03-14,MA,138,352,,,,490,2020-03-14T20:00:00Z,490,0,0,260,15,275,6949503,ne,1.98575351359658,
2020-03-14,MD,26,94,,,,120,2020-03-14T20:00:00Z,120,0,0,0,9,9,6045680,s,0.430059149673817,
2020-03-14,ME,3,91,17,,,111,2020-03-14T20:00:00Z,94,0,0,0,0,0,1344212,ne,0.223179081871014,
2020-03-14,MI,25,205,26,,,256,2020-03-14T20:00:00Z,230,0,0,72,9,81,9986857,mw,0.250329007414445,
2020-03-14,MN,21,847,,,,868,2020-03-14T20:00:00Z,868,0,0,306,7,313,5639632,mw,0.372364721669783,
2020-03-14,MO,4,90,,,0,94,2020-03-14T20:00:00Z,94,0,0,19,2,21,6137428,s,0.0651738806548932,0
2020-03-14,MS,6,84,,,,90,2020-03-14T20:00:00Z,90,0,0,43,2,45,2976149,s,0.201602809536754,
2020-03-14,MT,5,103,,,,108,2020-03-14T20:00:00Z,108,0,0,48,4,52,1068778,w,0.467824000868281,
2020-03-14,NC,23,137,,,,160,2020-03-14T20:00:00Z,160,0,0,51,8,59,10488084,s,0.219296489234831,
2020-03-14,ND,1,54,14,,0,69,2020-03-14T20:00:00Z,55,0,0,15,0,15,762062,mw,0.131222918870118,0
2020-03-14,NE,14,80,33,,,127,2020-03-14T20:00:00Z,94,0,0,0,1,1,1934408,mw,0.723735633847668,
2020-03-14,NH,7,212,31,,,250,2020-03-14T20:00:00Z,219,0,0,118,1,119,1359711,ne,0.514815280600069,
2020-03-14,NJ,50,97,80,,1,227,2020-03-14T20:00:00Z,147,0,0,0,0,0,8882190,ne,0.562924233775679,0.0112584846755136
2020-03-14,NM,10,237,,,,247,2020-03-14T20:00:00Z,247,0,0,47,0,47,2096829,w,0.476910611213408,
2020-03-14,NV,20,168,,,,188,2020-03-14T20:00:00Z,188,0,0,0,9,9,3080156,w,0.649317761827648,
2020-03-14,NY,524,2779,,,,3303,2020-03-14T20:00:00Z,3303,0,0,0,103,103,19453561,ne,2.69359424734628,
2020-03-14,OH,13,50,159,,,222,2020-03-14T20:00:00Z,63,0,0,0,0,0,11689100,mw,0.111214721407123,
2020-03-14,OK,4,36,37,,,77,2020-03-14T20:00:00Z,40,0,0,0,1,1,3956971,s,0.101087422677599,
2020-03-14,OR,30,337,157,,,524,2020-03-14T20:00:00Z,367,0,0,0,0,0,4217737,w,0.711281903067925,
2020-03-14,PA,47,205,150,,,402,2020-03-14T20:00:00Z,252,0,0,65,14,79,12801989,ne,0.367130451369705,
2020-03-14,RI,20,198,57,,,275,2020-03-14T20:00:00Z,218,0,0,56,6,62,1059361,ne,1.88793055436249,
2020-03-14,SC,13,110,,,,123,2020-03-14T20:00:00Z,123,0,0,35,1,36,5148714,s,0.252490233483546,
2020-03-14,SD,9,182,3,,,194,2020-03-14T20:00:00Z,191,0,0,109,0,109,884659,mw,1.01734114500615,
2020-03-14,TN,32,130,,,,162,2020-03-14T20:00:00Z,162,0,0,14,6,20,6833174,s,0.468303602396192,
2020-03-14,TX,51,,,,,51,2020-03-14T20:00:00Z,51,0,0,0,12,12,28995881,s,0.175887050991829,
2020-03-14,UT,6,131,,,,137,2020-03-14T20:00:00Z,137,0,0,0,0,0,3205958,w,0.187151547213033,
2020-03-14,VA,30,117,,,,147,2020-03-14T20:00:00Z,147,0,0,0,0,0,8535519,s,0.351472476366112,
2020-03-14,VT,4,227,,,,231,2020-03-14T20:00:00Z,231,0,0,85,2,87,623989,ne,0.641036941356338,
2020-03-14,WA,568,6001,,,37,6569,2020-03-14T20:00:00Z,6569,6,0,1651,111,1762,7614893,w,7.45906738282468,0.485889952754425
2020-03-14,WI,19,169,,,,188,2020-03-14T20:00:00Z,188,0,0,0,0,0,5822434,mw,0.326324008138177,
2020-03-14,WV,0,26,5,,,31,2020-03-14T20:00:00Z,26,0,0,9,0,9,1792065,s,0,
2020-03-14,WY,2,,,,,2,2020-03-14T20:00:00Z,2,0,0,0,1,1,578759,w,0.34556698038389,
2020-03-13,AK,1,59,,,,60,2020-03-13T20:00:00Z,60,0,0,13,1,14,731545,w,0.136696990615752,
2020-03-13,AL,1,11,,,,12,2020-03-13T20:00:00Z,12,0,0,1,1,2,4903185,s,0.0203949065760317,
2020-03-13,AR,9,30,22,,,61,2020-03-13T20:00:00Z,39,0,0,6,3,9,3017825,s,0.298228028464209,
2020-03-13,AZ,9,94,40,,0,143,2020-03-13T20:00:00Z,103,0,0,12,0,12,7278717,w,0.123648164916976,0
2020-03-13,CA,202,916,,,4,1118,2020-03-13T20:00:00Z,1118,0,0,0,0,0,39512223,w,0.511234207197099,0.0101234496474673
2020-03-13,CO,72,524,,,,596,2020-03-13T20:00:00Z,596,0,0,226,27,253,5758736,w,1.2502743657636,
2020-03-13,CT,6,99,,,,105,2020-03-13T20:00:00Z,105,0,0,10,0,10,3565287,ne,0.168289397178965,
2020-03-13,DC,10,20,,,,30,2020-03-13T20:00:00Z,30,0,0,0,0,0,705749,s,1.4169343491808,
2020-03-13,DE,4,30,10,,,44,2020-03-13T20:00:00Z,34,0,0,7,0,7,973764,s,0.410777149288739,
2020-03-13,FL,50,478,221,,2,749,2020-03-13T20:00:00Z,528,0,0,177,18,195,21477737,s,0.23279920039993,0.00931196801599722
2020-03-13,GA,42,,,,1,42,2020-03-13T20:00:00Z,42,1,0,0,11,11,10617423,s,0.395576214680342,0.0094184813019129
2020-03-13,HI,2,,,,,2,2020-03-13T20:00:00Z,2,0,0,0,0,0,1415872,w,0.141255706730552,
2020-03-13,IA,16,83,29,,,128,2020-03-13T20:00:00Z,99,0,0,16,2,18,3155070,mw,0.507120285762281,
2020-03-13,ID,0,131,,,,131,2020-03-13T20:00:00Z,131,0,0,38,0,38,1787147,w,0,
2020-03-13,IL,32,294,92,,,418,2020-03-13T20:00:00Z,326,0,0,28,7,35,12671821,mw,0.252528819654255,
2020-03-13,IN,12,61,,,,73,2020-03-13T20:00:00Z,73,0,0,9,0,9,6732219,mw,0.178247320831363,
2020-03-13,KS,6,93,,,,99,2020-03-13T20:00:00Z,99,0,0,52,2,54,2913314,mw,0.205951023473611,
2020-03-13,KY,11,107,,,,118,2020-03-13T20:00:00Z,118,0,0,51,3,54,4467673,s,0.246213185253263,
2020-03-13,LA,36,37,,,,73,2020-03-13T20:00:00Z,73,0,0,0,22,22,4648794,s,0.774394391319555,
2020-03-13,MA,123,92,,,,215,2020-03-13T20:00:00Z,215,0,0,92,28,120,6949503,ne,1.76991074037956,
2020-03-13,MD,17,94,,,,111,2020-03-13T20:00:00Z,111,0,0,0,5,5,6045680,s,0.281192520940572,
2020-03-13,ME,3,91,17,,,111,2020-03-13T20:00:00Z,94,0,0,26,2,28,1344212,ne,0.223179081871014,
2020-03-13,MI,16,133,26,,,175,2020-03-13T20:00:00Z,149,0,0,42,14,56,9986857,mw,0.160210564745245,
2020-03-13,MN,14,541,,,,555,2020-03-13T20:00:00Z,555,0,0,234,5,239,5639632,mw,0.248243147779855,
2020-03-13,MO,2,71,,,,73,2020-03-13T20:00:00Z,73,0,0,7,1,8,6137428,s,0.0325869403274466,
2020-03-13,MS,4,41,,,,45,2020-03-13T20:00:00Z,45,0,0,0,3,3,2976149,s,0.134401873024502,
2020-03-13,MT,1,55,,,,56,2020-03-13T20:00:00Z,56,0,0,21,0,21,1068778,w,0.0935648001736563,
2020-03-13,NC,15,86,,,,101,2020-03-13T20:00:00Z,101,0,0,26,3,29,10488084,s,0.143019449500977,
2020-03-13,ND,1,39,12,,0,52,2020-03-13T20:00:00Z,40,0,0,27,0,27,762062,mw,0.131222918870118,0
2020-03-13,NE,13,80,33,,,126,2020-03-13T20:00:00Z,93,0,0,0,3,3,1934408,mw,0.672040231429978,
2020-03-13,NH,6,94,21,,,121,2020-03-13T20:00:00Z,100,0,0,0,0,0,1359711,ne,0.441270240514345,
2020-03-13,NJ,50,97,80,,1,227,2020-03-13T20:00:00Z,147,0,0,23,20,43,8882190,ne,0.562924233775679,0.0112584846755136
2020-03-13,NM,10,190,,,,200,2020-03-13T20:00:00Z,200,0,0,35,5,40,2096829,w,0.476910611213408,
2020-03-13,NV,11,168,,,,179,2020-03-13T20:00:00Z,179,0,0,0,4,4,3080156,w,0.357124769005206,
2020-03-13,NY,421,2779,,,,3200,2020-03-13T20:00:00Z,3200,0,0,2687,205,2892,19453561,ne,2.16412820254348,
2020-03-13,OH,13,50,159,,,222,2020-03-13T20:00:00Z,63,0,0,20,8,28,11689100,mw,0.111214721407123,
2020-03-13,OK,3,36,37,,,76,2020-03-13T20:00:00Z,39,0,0,0,0,0,3956971,s,0.075815567008199,
2020-03-13,OR,30,337,157,,,524,2020-03-13T20:00:00Z,367,0,0,51,11,62,4217737,w,0.711281903067925,
2020-03-13,PA,33,140,130,,,303,2020-03-13T20:00:00Z,173,0,0,24,11,35,12801989,ne,0.257772444578729,
2020-03-13,RI,14,142,29,,,185,2020-03-13T20:00:00Z,156,0,0,48,9,57,1059361,ne,1.32155138805374,
2020-03-13,SC,12,75,,,,87,2020-03-13T20:00:00Z,87,0,0,27,2,29,5148714,s,0.233067907830965,
2020-03-13,SD,9,73,11,,,93,2020-03-13T20:00:00Z,82,0,0,46,1,47,884659,mw,1.01734114500615,
2020-03-13,TN,26,116,,,,142,2020-03-13T20:00:00Z,142,0,0,37,8,45,6833174,s,0.380496676946906,
2020-03-13,TX,39,,,,,39,2020-03-13T20:00:00Z,39,0,0,0,16,16,28995881,s,0.134501862523163,
2020-03-13,UT,6,131,,,,137,2020-03-13T20:00:00Z,137,0,0,0,2,2,3205958,w,0.187151547213033,
